year,donor_code,donor_iso3_code,donor_name,agency_code,agency_name,crs_id,project_number,initial_report,recipient_code,recipient_iso3_code,recipient_name,region_code,region_name,income_group_code,income_group_name,flow_code,flow_name,bilateral_multilateral,category,finance_type,aid_type,usd_commitment,usd_disbursement,usd_received,usd_commitment_deflated,usd_disbursement_deflated,usd_received_deflated,usd_adjustment,usd_adjustment_deflated,usd_amount_untied,usd_amount_partial_tied,usd_amount_tied,usd_amount_untied_deflated,usd_amount_partial_tied_deflated,usd_amount_tied_deflated,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currency_code,commitment_national,disbursement_national,grant_equivalent,usd_grant_equivalent,short_description,project_title,purpose_code,purpose_name,sector_code,sector_name,channel_code,channel_name,channel_reported_name,channel_parent_category,geography,ldc_flag,ldc_flag_name,expected_start_date,completion_date,long_description,sdg_focus,keywords,gender,environment,pdgg,trade,rmnch,drr,nutrition,disability,ftc,pba,investment_project,associated_finance,biodiversity,climate_mitigation,climate_adaptation,desertification,commitment_date,type_repayment,number_repayment,interest_1,interest_2,repay_date_1,repay_date_2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capital_expenditure,psi_flag,psi_add_type,psi_add_assess,psi_add_dev_obj
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2021000052b,1756,8,93,MDA,Moldova,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.223147,,,0.216442,,,,,,,,,,,,,918,,,,,PROVIDE SUSTAINABLE SOCIAL HOUSING TO VULNERABLE AND LOW-INCOME POPULATION,Provide sustainable social housing to vulnerable and low-income population,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,"Provision of sustainable social housing to vulnerable and low-income population, including young families with children, in the Republic of Moldova.",11.1,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2021000052c,1756,8,93,MDA,Moldova,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.149671,,,0.145174,,,,,,,,,,,,,918,,,,,PROVIDE SUSTAINABLE SOCIAL HOUSING TO VULNERABLE AND LOW-INCOME POPULATION,Provide sustainable social housing to vulnerable and low-income population,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,"Provision of sustainable social housing to vulnerable and low-income population, including young families with children, in the Republic of Moldova.",11.1,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2021000052d,1756,8,93,MDA,Moldova,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.087087,,,0.08447,,,,,,,,,,,,,918,,,,,PROVIDE SUSTAINABLE SOCIAL HOUSING TO VULNERABLE AND LOW-INCOME POPULATION,Provide sustainable social housing to vulnerable and low-income population,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,"Provision of sustainable social housing to vulnerable and low-income population, including young families with children, in the Republic of Moldova.",11.1,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2021000052e,1756,8,93,MDA,Moldova,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.180008,,,0.174599,,,,,,,,,,,,,918,,,,,PROVIDE SUSTAINABLE SOCIAL HOUSING TO VULNERABLE AND LOW-INCOME POPULATION,Provide sustainable social housing to vulnerable and low-income population,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,"Provision of sustainable social housing to vulnerable and low-income population, including young families with children, in the Republic of Moldova.",11.1,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2022000022d,1580B,8,71,ALB,Albania,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.050568,,,0.049049,,,,,,,,,,,,,918,,,,,CONSTRUCTION OF SOCIAL HOUSING AT  DURRES,Construction of social housing at  Durres,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,Construction of social housing at  Durres,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2023000023b,1580C,8,71,ALB,Albania,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.004426,,,0.004293,,,,,,,,,,,,,918,,,,,CONSTRUCTION OF SOCIAL HOUSING AT  ELBASAN,Construction of social housing at  Elbasan,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,Construction of social housing at  Elbasan,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2023000023c,1580C,8,71,ALB,Albania,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.039972,,,0.038771,,,,,,,,,,,,,918,,,,,CONSTRUCTION OF SOCIAL HOUSING AT  ELBASAN,Construction of social housing at  Elbasan,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,Construction of social housing at  Elbasan,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2023000023d,1580C,8,71,ALB,Albania,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.005913,,,0.005735,,,,,,,,,,,,,918,,,,,CONSTRUCTION OF SOCIAL HOUSING AT  ELBASAN,Construction of social housing at  Elbasan,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,Construction of social housing at  Elbasan,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2024000024a,1580D,8,71,ALB,Albania,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.042337,,,0.041065,,,,,,,,,,,,,918,,,,,CONSTRUCTION OF SOCIAL HOUSING AT  FIER,Construction of social housing at  Fier,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,Construction of social housing at  Fier,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2024000024b,1580D,8,71,ALB,Albania,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.098687,,,0.095722,,,,,,,,,,,,,918,,,,,CONSTRUCTION OF SOCIAL HOUSING AT  FIER,Construction of social housing at  Fier,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,Construction of social housing at  Fier,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2024000024c,1580D,8,71,ALB,Albania,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.011826,,,0.011471,,,,,,,,,,,,,918,,,,,CONSTRUCTION OF SOCIAL HOUSING AT  FIER,Construction of social housing at  Fier,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,Construction of social housing at  Fier,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1013,5RDB005,Council of Europe Development Bank,1,Council of Europe Development Bank (CEB),2022000022b,1580B,8,71,ALB,Albania,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,,,0.082781,,,0.080294,,,,,,,,,,,,,918,,,,,CONSTRUCTION OF SOCIAL HOUSING AT  DURRES,Construction of social housing at  Durres,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,,12000,,,,,,Construction of social housing at  Durres,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,8,NOR,Norway,1,Norwegian Agency for Development Co-operation,2021001278,RAF-21/0009,1,1027,F3_X,"Eastern Africa, regional",10003,South of Sahara,10024,Part I unallocated by income,11,ODA Grants,1,10,110,C01,0.077227,,,0.088397,,,,,0.077227,,0,0.088397,,0,,,,,8,0.6635,,,,FEASIBILITY STUDY AND PARTNER SEARCH FOR BUILDING SUSTAINABLE WAREHOUSES IN ETHIOPIA AND SUDAN,Feasibility study and partner search for building sustainable warehouses in Ethiopia and Sudan,31120,Agricultural development,311,III.1.a. Agriculture,61000,Private sector in provider country,Triple Panel Buildings AS,61000,,,,2021-03-26,2022-12-31,"Triple Panel Buildings is a part of the Lothe Group, consisting of 13 companies involved in construction and manufacturing in Norway with more than 50 years of experience. Lothe Group and Triple Panel Buildings have developed a technical design and business concept around concrete construction panels consisting of up to 90% reused plastic and polystyrene. They are produced locally, at lower cost and lower energy usage than competing technologies. Based on this technology, Triple Panel Buildings (TPB) will conduct feasibility studies in Ethiopia and Sudan on building affordable housing and warehouses.The project comprises of a feasibility study to identify realistic market opportunities in the countries.The feasibility studieswill provide a thorough external analysis of the potential market opportunities available in both countries, and further the landscape of possible partners and niche market opportunities within both the humanitarian sector and on local markets.","8.3,8.2,4.4,2.4,2.3",,0,0,0,,0,0,,0,,,,,0,0,0,0,2021-03-26,,,,,,,,,,,,,,,
2021,8,NOR,Norway,4,Ministry of Foreign Affairs,2019000739,MOZ-19/0006,3,259,MOZ,Mozambique,10003,South of Sahara,10016,LDCs,11,ODA Grants,1,10,110,C01,,1.079555,0,,1.235697,0,,,0,,0,0,,0,,,,,8,,9.275,9.275,1.079555,UNDP - MOZAMBIQUE RECOVERY (POST-CYCLONE IDAI &KENNETH),UNDP - Mozambique recovery (post-cyclone Idai &Kenneth),73010,Immediate post-emergency reconstruction and rehabilitation,730,VIII.2. Reconstruction Relief & Rehabilitation,41114,United Nations Development Programme,UNDP - UN Development Programme,41100,,,,2019-12-05,2024-12-31,"Support to the post-cyclone recovery effort:Pillar 1 – Livelihood and Women Economic Empowerment to restore livelihoods, and promote resilient and inclusive economic recovery of the affected communitiesPillar 2 – Housing and community infrastructure,  rehabilitated and reconstructed to BBB standardsPillar 3 – Institutional strengthening of the Reconstruction Cabinet to develop policies and systems for leading and coordinating the post-cyclone recovery implementation.","9.3,9.1,8.3,5.1,13.1,1.5",,1,1,1,,0,2,,0,,,,,0,0,0,0,2019-12-05,,,,,,,,,,,,,,,
2021,8,NOR,Norway,4,Ministry of Foreign Affairs,2020001027,QZA-19/0326,3,9998,DPGC_X,"Bilateral, unspecified",15006,Regional and Unspecified,10024,Part I unallocated by income,11,ODA Grants,1,10,110,B03,,1.442785,0,,1.651462,0,,,0,,0,0,,0,,,,,8,,12.395687,12.395687,1.442785,EQUAL RIGHTS AND EQUAL OPPORTUNITIES LGBTI PEOPLE,Equal rights and equal opportunities LGBTI people,15160,Human rights,151,I.5.a. Government & Civil Society-general,22000,Donor country-based NGO,FRI - Foreningen for kjønns- og seksualitetsmangfold (tidl. LLH),22000,,,,2020-03-16,2022-12-31,"The overall aim of this project is to substantially contribute to LGBTI people in developing countries being protected from violence and being fully included in society, with equal access to education, employment, health, housing and political participation.","5.6,4.7,16.b,16.10",,2,0,2,,1,0,,1,,,,,0,0,0,0,2020-03-16,,,,,,,,,,,,,,,
2021,8,NOR,Norway,4,Ministry of Foreign Affairs,2016002159,SYR-16/0009,3,573,SYR,Syrian Arab Republic,10011,Middle East,10017,Other LICs,11,ODA Grants,1,10,110,C01,,0,0.002178,,0,0.002493,,,0,,0,0,,0,,,,,8,,0,-0.018712,-0.002178,STABILISATION THROUGH REHABILITATION OF INFRASTRUCTURE AND HOUSING,Stabilisation through rehabilitation of infrastructure and housing,73010,Immediate post-emergency reconstruction and rehabilitation,730,VIII.2. Reconstruction Relief & Rehabilitation,41120,United Nations Human Settlement Programme,UN-HABITAT - United Nations Human Settlements Programme,41100,,,,2016-12-05,2019-12-31,"Contribute to stabilization in Syria, in opposition and government controlled areas. The target group is civilians, both IDP's and host communities and basic governance structures on the local level.",,,0,0,0,,0,0,,0,,,,,0,0,0,0,2016-12-05,,,,,,,,,,,,,,,
2021,8,NOR,Norway,1,Norwegian Agency for Development Co-operation,2020001009,QZA-19/0266-1,3,253,MWI,Malawi,10003,South of Sahara,10016,LDCs,11,ODA Grants,3,10,110,B01,,0.619682,0,,0.70931,0,-0.423209,-0.48442,-0.423209,,0,-0.48442,,0,,,,,8,,5.324,5.324,0.619682,FAMILY STRENGTHENING PROGRAMME -  FAMILY EMPOWERMENT MWI,Family Strengthening Programme -  Family Empowerment MWI,16010,Social Protection,160,I.6. Other Social Infrastructure & Services,22000,Donor country-based NGO,Stiftelsen SOS-Barnebyer,22000,,,,2020-01-01,2024-12-31,"Organizational development of Community-based partners to take responsibility for vulnerable children. Support to families on income-generation, improved housing, nutrition.","4.4,4.2,3.7,16.2",,2,0,2,,0,0,,2,,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,10,SWE,Sweden,6,Swedish International Development Authority,2019060033O,SE-0-SE-6-6105050001-ZWE-43030,3,265,ZWE,Zimbabwe,10003,South of Sahara,10018,LMICs,11,ODA Grants,3,10,110,B01,,0.233186,0,,0.209614,0,,,0,0,0,0,0,0,,,,,10,,2.00001,2.00001,0.233186,REALL CORE SUPPORT AND WASH 2019-2023 - REALL CORE 2019-2022,Reall core support and WASH 2019-2023 - Reall Core 2019-2022,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,21000,International NGO,Reall Ltd,21000,,,,2019-05-01,2023-12-31,"Sida has received an application from Reall for five years (2019-2023) support of £35 million to implement their strategy to address the global deficit of affordable housing. Sida has made an assessment and proposes a 4-year long support (2019-2022), amounting to 275 million SEK. The overarching objective of the intervention is to address the extensive global deficit of affordable and adequate housing and access to basic services such as water and sanitation for people living in poverty. More than one billion people live in informal settlements with substandard access to water and sanitation. By producing affordable houses, the intervention intends to demonstrate that perceived and real obstacles to a functioning sector for affordable housing can be overcome. The intention is that this will attract international and local banks as well as professional building companies and thus catalyse a wider effect. The houses are to be designed to addresses identified blockages to a functioning market for affordable houses and/or bread new grounds in relation to target group, design solutions, financing solutions or other identified needs to systematically address the housing shortage. Dissemination of results and active advocacy efforts to achieve policy development and sustainable financing solutions is to be done continuously. The production of the houses is done by local organisations that are part of Reall s network, through which they receive capacity development support and financing. The local organisations are supported to be able to design and build well planned, affordable and environmentally sustainable houses with a high level of target group participation. Because of lack of other end-user finance alternatives, most of the network organisations provides this service for the target group. Central aspects of the intervention are, -to prove that poor people can and want to finance their own home when the right conditions exist and-to demonstrate that solid work with transparency and a very high level of internal governance and control can make construction processes predictable and reduce the risk of corruption.These two areas are crucial to attract both financiers and other players to the market for low-cost housing.Reall is a non-profit organization based in the UK that supports a network of local organizations. Upon successful assessments, Reall forwards grants to these organisations for functional costs and soft loans for them to build qualitative housing for people with an income between 10-40% on their respective country s income pyramid. The network has presently members in Zimbabwe, Tanzania, Kenya, Uganda, Angola, Philippines, Nepal, Pakistan, India, Burkina Faso, Ghana, South Africa, Malawi, Nigeria and Mozambique.Concrete results expected to be generated include 4,000 new adequate and affordable homes, of which an increasing proportion are owned by women or jointly by a man and a woman, as well as an increasing degree of houses adapted","6.2,6.1,11.c,11.7,11.3,11.1",,1,1,1,,1,0,,1,,1,,,0,0,1,0,2019-05-01,,,,,,,,,,,,,,,
2021,8,NOR,Norway,1,Norwegian Agency for Development Co-operation,2019001551,SRV-18/0002,3,769,VNM,Viet Nam,10008,Far East Asia,10018,LMICs,11,ODA Grants,1,10,110,C01,,0.142313,0,,0.162896,0,,,0,,0,0,,0,,,,,8,,1.222678,1.222678,0.142313,"FRI CHILDREN'S ACCESS TO EDUCATION, HEALTH AND SOCIAL SERVICES VIET NAM","FRI Children's access to education, health and social services Viet Nam",15160,Human rights,151,I.5.a. Government & Civil Society-general,22000,Donor country-based NGO,FRI - Foreningen for kjønns- og seksualitetsmangfold (tidl. LLH),22000,,,,2019-04-24,2022-12-31,"In a strategic partnership with Save the Children Vietnam, FRI will work with government institutions, civil society organisations, schools and universities to expand their project for lesbian, gay, bisexual and transgender (LGBT) children and youth in Ho Chi Minh City, Can Tho and An Giang. The aim of the project is that LGBT children and youth are fully included into society, with equal access to education, employment, health, housing and political participation.","5.c,4.5,16.b,16.7,16.3,16.2,16.1,10.2,1.b,1.4",,1,0,2,,0,0,,0,,,,,0,0,0,0,2019-04-24,,,,,,,,,,,,,,,
2021,10,SWE,Sweden,6,Swedish International Development Authority,2019060033A,SE-0-SE-6-6105050001-GGG-43030,3,9998,DPGC_X,"Bilateral, unspecified",15006,Regional and Unspecified,10024,Part I unallocated by income,11,ODA Grants,3,10,110,B01,,0.233168,0,,0.209598,0,,,0,0,0,0,0,0,,,,,10,,1.99986,1.99986,0.233168,REALL CORE SUPPORT AND WASH 2019-2023 - REALL CORE 2019-2022,Reall core support and WASH 2019-2023 - Reall Core 2019-2022,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,21000,International NGO,Reall Ltd,21000,,,,2019-05-01,2023-12-31,"Sida has received an application from Reall for five years (2019-2023) support of £35 million to implement their strategy to address the global deficit of affordable housing. Sida has made an assessment and proposes a 4-year long support (2019-2022), amounting to 275 million SEK. The overarching objective of the intervention is to address the extensive global deficit of affordable and adequate housing and access to basic services such as water and sanitation for people living in poverty. More than one billion people live in informal settlements with substandard access to water and sanitation. By producing affordable houses, the intervention intends to demonstrate that perceived and real obstacles to a functioning sector for affordable housing can be overcome. The intention is that this will attract international and local banks as well as professional building companies and thus catalyse a wider effect. The houses are to be designed to addresses identified blockages to a functioning market for affordable houses and/or bread new grounds in relation to target group, design solutions, financing solutions or other identified needs to systematically address the housing shortage. Dissemination of results and active advocacy efforts to achieve policy development and sustainable financing solutions is to be done continuously. The production of the houses is done by local organisations that are part of Reall s network, through which they receive capacity development support and financing. The local organisations are supported to be able to design and build well planned, affordable and environmentally sustainable houses with a high level of target group participation. Because of lack of other end-user finance alternatives, most of the network organisations provides this service for the target group. Central aspects of the intervention are, -to prove that poor people can and want to finance their own home when the right conditions exist and-to demonstrate that solid work with transparency and a very high level of internal governance and control can make construction processes predictable and reduce the risk of corruption.These two areas are crucial to attract both financiers and other players to the market for low-cost housing.Reall is a non-profit organization based in the UK that supports a network of local organizations. Upon successful assessments, Reall forwards grants to these organisations for functional costs and soft loans for them to build qualitative housing for people with an income between 10-40% on their respective country s income pyramid. The network has presently members in Zimbabwe, Tanzania, Kenya, Uganda, Angola, Philippines, Nepal, Pakistan, India, Burkina Faso, Ghana, South Africa, Malawi, Nigeria and Mozambique.Concrete results expected to be generated include 4,000 new adequate and affordable homes, of which an increasing proportion are owned by women or jointly by a man and a woman, as well as an increasing degree of houses adapted","6.2,6.1,11.c,11.7,11.3,11.1",,1,1,1,,1,0,,1,,1,,,0,0,1,0,2019-05-01,,,,,,,,,,,,,,,
